postcode,seifa_disadvantage_score,seifa_disadvantage_decile,seifa_advantage_disadvantage_score,seifa_advantage_disadvantage_decile,usual_resident_population
4158,996.10174224,5.0,976.72473245,5.0,3877.0
4159,1038.0360764,8.0,1015.533975,7.0,14816.0
4160,1059.6785106,9.0,1051.9896815,9.0,19044.0
4161,1009.7591046,6.0,975.50390901,5.0,16472.0
4163,1012.6726756,6.0,1003.8450365,7.0,15850.0
4164,1062.3691003,9.0,1047.2413751,8.0,19263.0
4165,1043.5898421,8.0,1015.7356048,7.0,39491.0
4169,1053.9245629,8.0,1086.1434253,9.0,15882.0
4170,1080.3134495,10.0,1103.8933805,10.0,28030.0
4171,1096.5039994,10.0,1137.7920563,10.0,16886.0
4172,1068.2529565,9.0,1075.1135019,9.0,4946.0
4173,1040.0809445,8.0,1013.9564671,7.0,8463.0
4174,1021.9939103,7.0,1006.5472142,7.0,2843.0
4178,1013.755792,6.0,1007.3366965,7.0,26887.0
4179,1046.6404738,8.0,1044.0145702,8.0,20222.0
4183,977.561613,4.0,946.99498999,4.0,2156.0
4184,836.56410934,1.0,833.33613617,1.0,8481.0
4205,903.72600115,1.0,879.83289852,1.0,6333.0
4207,945.40420142,3.0,921.82358148,3.0,68477.0
4208,1035.3365805,7.0,1009.2827881,7.0,24342.0
4209,1004.3169563,6.0,986.32992035,6.0,74284.0
4210,1040.5549799,8.0,1021.8642161,8.0,22605.0
4211,1014.3923464,6.0,989.90842749,6.0,62508.0
4212,1045.5076467,8.0,1044.215355,8.0,33470.0
4213,1045.4218458,8.0,1031.5054303,8.0,31153.0
4214,1012.3038362,6.0,1005.2276622,7.0,38871.0
4215,949.73682241,3.0,954.84253937,4.0,55425.0
4216,1003.4177741,6.0,990.24274527,6.0,39714.0
4217,1011.8134683,6.0,1022.1108648,8.0,45197.0
4218,1044.1775105,8.0,1047.3636792,8.0,35371.0
4220,1044.9633651,8.0,1037.0879924,8.0,32574.0
4221,1036.0076334,7.0,1023.3880183,8.0,28889.0
4223,1035.3457514,7.0,1021.4204137,8.0,15156.0
4224,1028.7768172,7.0,1016.0630796,7.0,7175.0
4225,1002.182155,6.0,993.52152974,6.0,8374.0
4226,1035.4351525,7.0,1028.9285957,8.0,37266.0
4227,1029.9393308,7.0,1025.2835098,8.0,23904.0
4228,1066.1763068,9.0,1054.4473874,9.0,5585.0
4270,1033.6281317,7.0,1009.5406738,7.0,4388.0
4272,1043.1776174,8.0,1026.5879477,8.0,8105.0
4275,1046.5263962,8.0,1011.7931337,7.0,3895.0
4280,1008.2962104,6.0,972.31845264,5.0,21258.0
4285,955.29334099,3.0,926.10020246,3.0,21763.0
4287,937.09330106,2.0,918.27612375,2.0,938.0
4300,996.61210243,5.0,986.09005946,6.0,68675.0
4301,910.93177168,2.0,896.60119573,2.0,36527.0
4303,801.9532275,1.0,810.08779836,1.0,4173.0
4304,902.63352605,1.0,885.77561163,1.0,17815.0
4305,929.62062681,2.0,908.23556219,2.0,64356.0
4306,1045.4454524,8.0,1015.1279423,7.0,43997.0
4307,1011.2876099,6.0,970.18078809,5.0,1575.0
4309,990.65882593,5.0,947.71142744,4.0,3366.0
4310,983.41669234,4.0,949.6242508,4.0,6017.0
4311,910.57870485,2.0,883.44453154,1.0,10412.0
4312,933.1774464,2.0,899.72212357,2.0,2590.0
4313,944.49777357,2.0,905.35932693,2.0,2316.0
4314,869.05287188,1.0,847.66848574,1.0,3255.0
4340,940.24255662,2.0,913.08885725,2.0,6007.0
4341,938.92431129,2.0,909.13897018,2.0,15952.0
4342,929.39518232,2.0,898.43685943,2.0,2702.0
4343,917.61493913,2.0,905.95602535,2.0,12173.0
4344,993.28522136,5.0,957.35806338,4.0,2709.0
4346,1008.2112376,6.0,968.56526697,5.0,1013.0
4347,960.97140283,3.0,923.02940642,3.0,1344.0
4350,967.422845,4.0,953.2485552,4.0,115218.0
4352,1059.7601017,9.0,1022.2472302,8.0,31026.0
4353,1008.3120147,6.0,965.7186333,5.0,348.0
4354,961.69495953,3.0,916.99239271,2.0,1283.0
4355,923.45943409,2.0,901.10314538,2.0,2812.0
4356,989.16508389,5.0,950.3406988,4.0,5218.0
4357,901.41984749,1.0,880.19865773,1.0,2531.0
4358,1009.3100198,6.0,969.40986479,5.0,2967.0
4359,1014.5862163,6.0,976.88931109,5.0,1388.0
4360,974.70817691,4.0,951.35236564,4.0,609.0
4361,938.27298813,2.0,917.47578458,2.0,2654.0
4362,973.62126458,4.0,941.52552242,4.0,2613.0
4363,978.40003844,4.0,948.59984429,4.0,626.0
4364,991.75077609,5.0,970.53377361,5.0,182.0
4365,852.55521873,1.0,840.41925758,1.0,596.0
4370,933.08853772,2.0,903.1939354,2.0,19195.0
4371,1004.6886641,6.0,953.27694187,4.0,695.0
4372,983.94682997,4.0,933.26867695,3.0,148.0
4373,924.01040276,2.0,882.6559261,1.0,983.0
4374,968.1996124,4.0,940.98524958,4.0,402.0
4375,983.23140064,4.0,961.66693753,5.0,229.0
4376,906.89070998,1.0,890.68748363,1.0,351.0
4377,970.02386605,4.0,918.50194903,2.0,625.0
4378,950.13359434,3.0,928.55175954,3.0,571.0
4380,938.53170942,2.0,911.57953973,2.0,8093.0
4381,965.02122144,3.0,932.6348143,3.0,692.0
4382,1001.121638,5.0,975.47419991,5.0,462.0
4383,770.22951113,1.0,779.39209397,1.0,607.0
4384,990.94332847,5.0,977.57073873,5.0,49.0
4385,890.30893227,1.0,877.99815024,1.0,1166.0
4387,882.83251637,1.0,868.91844138,1.0,1338.0
4388,869.02636222,1.0,853.25525323,1.0,348.0
4390,996.11617753,5.0,960.93055866,5.0,6719.0
4400,994.60489591,5.0,945.01411092,4.0,2159.0
4401,914.29912588,2.0,884.56267198,1.0,5823.0
4402,843.9079419,1.0,829.06008264,1.0,297.0
4403,973.07175666,4.0,950.6325187,4.0,850.0
4404,1025.2564315,7.0,1004.5527019,7.0,474.0
4405,955.22066364,3.0,922.72434852,3.0,14360.0
4406,1009.5567069,6.0,993.46768666,6.0,1712.0
4407,919.62140067,2.0,908.34439066,2.0,506.0
4408,932.77457204,2.0,919.03676889,2.0,538.0
4410,888.88567934,1.0,875.38959228,1.0,1156.0
4411,969.68887352,4.0,940.6635087,4.0,291.0
4412,1017.3547982,6.0,979.71984586,6.0,211.0
4413,965.92101249,3.0,937.4265096,3.0,8675.0
4415,928.97060739,2.0,906.2370664,2.0,2166.0
4416,1016.5933976,6.0,994.59785547,6.0,412.0
4417,954.40193695,3.0,936.89954004,3.0,699.0
4418,990.84885838,5.0,968.41298277,5.0,86.0
4419,941.66600533,2.0,932.35882661,3.0,1082.0
4420,1006.48937,6.0,966.4386975,5.0,1219.0
4421,763.73720179,1.0,783.74361508,1.0,2178.0
4422,998.16839363,5.0,993.41901154,6.0,447.0
4423,998.98817109,5.0,998.99215541,7.0,197.0
4424,997.50270709,5.0,993.29871246,6.0,235.0
4425,998.43244578,5.0,1005.532243,7.0,170.0
4426,1034.4372964,7.0,1002.2141195,7.0,146.0
4427,916.04051024,2.0,895.24147426,2.0,315.0
4428,998.40844031,5.0,963.59289701,5.0,627.0
4454,1004.5017741,6.0,981.45275355,6.0,730.0
4455,1005.6092065,6.0,972.17304066,5.0,8610.0
4461,1094.5161621,10.0,1083.2181151,9.0,38.0
4462,1016.3545509,6.0,990.73661475,6.0,128.0
4465,937.3330393,2.0,923.23338144,3.0,1263.0
4467,1047.1846795,8.0,1019.4592505,7.0,157.0
4468,945.23642136,3.0,938.66768135,3.0,260.0
4470,950.77111217,3.0,929.60972078,3.0,3184.0
4472,964.54574329,3.0,934.94258015,3.0,1408.0
4474,1064.4843707,9.0,1051.5997087,9.0,72.0
4477,936.75817542,2.0,928.33689532,3.0,530.0
4478,951.4894398,3.0,917.91530208,2.0,500.0
4479,1067.6202625,9.0,1031.3116054,8.0,7.0
4480,989.50113166,5.0,958.92097501,4.0,625.0
4481,987.88040644,5.0,958.71086885,4.0,118.0
4482,951.84576398,3.0,942.48743883,4.0,110.0
4486,918.33232475,2.0,919.45085963,2.0,669.0
4487,944.38072129,2.0,927.00397511,3.0,3179.0
4488,999.35247181,5.0,985.67496752,6.0,247.0
4489,1019.6011196,7.0,1024.4871051,8.0,78.0
4490,858.06412998,1.0,876.84180647,1.0,1508.0
4491,865.13453183,1.0,889.06620089,1.0,94.0
4492,989.17183345,5.0,941.44998407,4.0,322.0
4493,1000.2562513,5.0,952.40036034,4.0,19.0
4494,1014.8683689,6.0,1016.2735788,7.0,160.0
4496,970.54631861,4.0,964.46312627,5.0,208.0
4497,986.7249929,5.0,970.49270311,5.0,315.0
4498,1019.3487137,6.0,994.86385757,6.0,188.0
4500,1022.6078336,7.0,995.00936853,6.0,45656.0
4501,936.75171777,2.0,917.83372572,2.0,5905.0
4502,1007.4750212,6.0,978.45721941,5.0,8722.0
4503,991.09044998,5.0,963.04870645,5.0,52483.0
4504,1039.4441567,8.0,1006.848919,7.0,20910.0
4505,997.21073617,5.0,964.25889401,5.0,26144.0
4506,932.52993261,2.0,904.69945817,2.0,25306.0
4507,954.1360041,3.0,926.78524878,3.0,20612.0
4508,893.20585657,1.0,873.88337053,1.0,19573.0
4509,1041.0260995,8.0,1026.0250115,8.0,37952.0
4510,907.2843203,1.0,888.65444268,1.0,55940.0
4511,970.48638062,4.0,930.54616063,3.0,9929.0
4512,1028.0954451,7.0,995.42869995,6.0,3677.0
4514,982.63303836,4.0,944.43199626,4.0,8605.0
4515,954.97210681,3.0,922.30508214,3.0,4467.0
4516,1027.2618961,7.0,989.34474436,6.0,4290.0
4517,1005.5388325,6.0,974.13442788,5.0,941.0
4518,1023.055349,7.0,983.72902697,6.0,5601.0
4519,985.02681815,4.0,953.51512555,4.0,9477.0
4520,1100.3099311,10.0,1112.7708041,10.0,13885.0
4521,1065.8567299,9.0,1048.3799865,8.0,5174.0
4550,999.88250476,5.0,960.99565639,5.0,4908.0
4551,1013.9196819,6.0,989.36279865,6.0,68286.0
4552,1011.5250902,6.0,996.67609007,6.0,9019.0
4553,1061.3420689,9.0,1038.401907,8.0,10748.0
4554,1016.0712122,6.0,993.03036803,6.0,2000.0
4555,1025.5656078,7.0,1002.4525675,7.0,7723.0
4556,1041.2153455,8.0,1026.6534999,8.0,47150.0
4557,1026.3427892,7.0,1012.7191069,7.0,20161.0
4558,1001.0855459,5.0,984.90765139,6.0,23327.0
4559,1022.3483214,7.0,1000.4628712,7.0,7444.0
4560,991.2789963,5.0,962.30781354,5.0,36706.0
4561,1027.0563818,7.0,997.21472921,7.0,8637.0
4562,1060.5425279,9.0,1038.2052209,8.0,8793.0
4563,1022.9952312,7.0,991.17098992,6.0,9826.0
4564,1023.2556884,7.0,996.17746595,6.0,11659.0
4565,997.83656318,5.0,968.03542033,5.0,15033.0
4566,1044.9505256,8.0,1028.9087197,8.0,8716.0
4567,1058.4122284,9.0,1058.2891138,9.0,11979.0
4568,1017.3050304,6.0,977.94111873,5.0,3736.0
4569,988.19771552,5.0,960.86479636,5.0,1756.0
4570,927.56540319,2.0,893.88561731,2.0,46427.0
4571,965.97094439,3.0,950.00315515,4.0,903.0
4572,1042.0977136,8.0,1036.4555439,8.0,4235.0
4573,1046.7319513,8.0,1031.758116,8.0,31392.0
4574,989.83578159,5.0,949.87249365,4.0,1432.0
4575,1031.3496358,7.0,1021.6091666,8.0,28022.0
4580,883.41233262,1.0,846.80696878,1.0,5219.0
4581,971.26481268,4.0,934.41510913,3.0,1415.0
4600,931.40621181,2.0,907.25346699,2.0,910.0
4601,915.59913835,2.0,900.02237568,2.0,1145.0
4605,802.84120133,1.0,831.17481897,1.0,4770.0
4606,906.86486191,1.0,880.70731846,1.0,2399.0
4608,926.28302665,2.0,901.71620926,2.0,920.0
4610,938.01052354,2.0,911.72142438,2.0,15212.0
4611,980.08563295,4.0,964.60995147,5.0,129.0
4612,898.4626213,1.0,873.09816233,1.0,250.0
4613,868.45143007,1.0,866.20632573,1.0,886.0
4614,858.17458335,1.0,843.5737016,1.0,1226.0
4615,868.1905497,1.0,849.89884934,1.0,7356.0
4620,895.15281695,1.0,887.17905771,1.0,448.0
4621,872.83072832,1.0,855.73835637,1.0,1808.0
4625,898.98208568,1.0,883.09529131,1.0,2681.0
4626,934.85585766,2.0,916.9259112,2.0,1992.0
4627,858.16999023,1.0,866.19625027,1.0,848.0
4630,928.12981962,2.0,909.16309499,2.0,2337.0
4650,887.05306274,1.0,863.60500899,1.0,34942.0
4655,935.97279997,2.0,909.60874459,2.0,66789.0
4659,887.3697964,1.0,858.69742394,1.0,5358.0
4660,911.47176532,2.0,880.34680944,1.0,8048.0
4662,849.91943134,1.0,821.37940823,1.0,841.0
4670,930.23497525,2.0,903.63778673,2.0,84718.0
4671,859.48540048,1.0,849.4680297,1.0,6285.0
4673,918.03391371,2.0,884.39979305,1.0,669.0
4674,848.86648191,1.0,844.08647222,1.0,1579.0
4676,878.70140423,1.0,867.0273052,1.0,177.0
4677,944.0496192,2.0,909.14630686,2.0,4217.0
4678,923.81301469,2.0,890.11615089,1.0,818.0
4680,958.97504669,3.0,931.27837116,3.0,55339.0
4694,946.03521018,3.0,885.78714335,1.0,112.0
4695,938.92321456,2.0,899.91548778,2.0,1114.0
4697,913.41507892,2.0,883.40589212,1.0,143.0
4699,929.32581948,2.0,911.8515045,2.0,451.0
4700,951.4791036,3.0,939.26634249,3.0,17312.0
4701,951.58572102,3.0,925.73446252,3.0,43828.0
4702,974.97079394,4.0,938.74957074,3.0,29819.0
4703,1006.9255701,6.0,974.10978279,5.0,25129.0
4704,1024.9604456,7.0,977.26552059,5.0,126.0
4705,1018.3705577,6.0,997.39383019,7.0,405.0
4706,977.749337,4.0,959.19325455,4.0,72.0
4707,924.61863178,2.0,886.61008926,1.0,254.0
4709,1047.7489013,8.0,1000.8072099,7.0,732.0
4710,953.78480086,3.0,919.94373782,2.0,5119.0
4711,1059.5386916,9.0,1011.4096492,7.0,1787.0
4712,865.68937147,1.0,858.99535737,1.0,262.0
4713,492.47611372,1.0,658.67356423,1.0,1019.0
4714,795.85385524,1.0,794.25803589,1.0,2945.0
4715,997.13326092,5.0,955.50851122,4.0,7068.0
4716,994.78343998,5.0,952.1901099,4.0,825.0
4717,966.45360485,3.0,926.80403349,3.0,4702.0
4718,957.73851499,3.0,930.23236482,3.0,2582.0
4719,1005.0054663,6.0,970.47422904,5.0,1084.0
4720,1017.7063648,6.0,979.45137168,6.0,15031.0
4721,1006.4063084,6.0,963.3517905,5.0,3962.0
4722,1022.4356387,7.0,986.6735206,6.0,1640.0
4723,995.78342786,5.0,962.29833733,5.0,1596.0
4724,1013.4417094,6.0,978.37882425,5.0,559.0
4725,1009.629206,6.0,971.68140142,5.0,1540.0
4726,951.10271471,3.0,934.81911159,3.0,372.0
4727,978.88955639,4.0,971.24690017,5.0,310.0
4728,1003.3918568,6.0,993.8060852,6.0,229.0
4730,1008.0035236,6.0,979.58988778,6.0,3177.0
4731,954.76170372,3.0,926.9882994,3.0,218.0
4732,1005.8346287,6.0,992.06750042,6.0,158.0
4733,1065.6507253,9.0,1059.0699773,9.0,158.0
4735,980.75911568,4.0,941.4973677,4.0,960.0
4736,987.88040644,5.0,958.71086885,4.0,131.0
4737,966.11722523,3.0,922.5030493,3.0,8325.0
4738,973.33965908,4.0,931.20785802,3.0,1155.0
4739,964.35210206,3.0,914.4788179,2.0,340.0
4740,998.07507842,5.0,963.94872042,5.0,85500.0
4741,1013.943572,6.0,963.29659689,5.0,7346.0
4742,970.26093994,4.0,931.262454,3.0,1192.0
4743,1038.8223122,8.0,993.25636971,6.0,556.0
4744,1036.3055016,7.0,997.67586673,7.0,9425.0
4745,972.1081238,4.0,930.72505458,3.0,2918.0
4746,1023.0202562,7.0,976.03432869,5.0,1989.0
4750,1023.3020343,7.0,975.53836919,5.0,6025.0
4751,1034.3693171,7.0,975.6012825,5.0,4681.0
4753,1048.2693982,8.0,991.93272884,6.0,4627.0
4754,984.62806892,4.0,944.59688594,4.0,2505.0
4756,940.58081912,2.0,903.13744976,2.0,655.0
4757,868.87584639,1.0,869.19079966,1.0,362.0
4798,914.29425707,2.0,872.20821724,1.0,691.0
4799,937.63020433,2.0,901.63966569,2.0,971.0
4800,993.08668756,5.0,944.87240725,4.0,10081.0
4802,1000.5161282,5.0,972.06354197,5.0,13393.0
4804,914.89433646,2.0,885.13437583,1.0,2125.0
4805,928.27391669,2.0,899.36538126,2.0,11646.0
4806,961.10435568,3.0,916.60548296,2.0,3771.0
4807,965.88881736,3.0,924.67287752,3.0,10785.0
4808,1001.0395387,5.0,940.09034396,3.0,1110.0
4809,941.17369722,2.0,905.1282126,2.0,985.0
4810,1014.4958018,6.0,1012.8410098,7.0,21697.0
4811,1011.0472635,6.0,985.60839201,6.0,13688.0
4812,952.20625662,3.0,942.84420267,4.0,19110.0
4814,984.60047744,4.0,968.35265121,5.0,46193.0
4815,926.97511611,2.0,897.65974448,2.0,21397.0
4816,888.30939493,1.0,896.14273863,2.0,9284.0
4817,999.61954802,5.0,966.6872253,5.0,30785.0
4818,1024.3114338,7.0,982.8036101,6.0,32004.0
4819,979.97500432,4.0,956.30565623,4.0,2475.0
4820,934.6303395,2.0,907.73485681,2.0,10732.0
4821,968.222342,4.0,942.70060551,4.0,1451.0
4822,1005.5176594,6.0,972.37165664,5.0,779.0
4823,1006.045147,6.0,969.18926478,5.0,961.0
4824,973.99361135,4.0,944.90043971,4.0,3380.0
4825,963.20237596,3.0,948.84846375,4.0,19299.0
4828,749.34680346,1.0,812.7202962,1.0,236.0
4829,885.36490181,1.0,895.88316525,2.0,516.0
4830,617.64993199,1.0,743.77213456,1.0,1739.0
4849,869.51531198,1.0,850.22608461,1.0,1368.0
4850,953.47651021,3.0,911.05119487,2.0,10923.0
4852,983.16905516,4.0,951.70995794,4.0,4055.0
4854,937.63563172,2.0,900.34948556,2.0,5525.0
4855,975.70595516,4.0,935.07923423,3.0,809.0
4856,950.94255072,3.0,903.79182285,2.0,718.0
4858,978.1946239,4.0,932.21633556,3.0,1515.0
4859,927.92170357,2.0,882.90247769,1.0,528.0
4860,896.13637512,1.0,884.17786511,1.0,11316.0
4861,922.43054436,2.0,901.43158359,2.0,1541.0
4865,1000.8414664,5.0,963.09238643,5.0,8623.0
4868,968.54133388,4.0,944.63994552,4.0,22896.0
4869,975.29987748,4.0,940.42685256,4.0,20619.0
4870,964.66682206,3.0,965.51783797,5.0,73803.0
4871,856.81355967,1.0,871.07682546,1.0,10798.0
4872,945.98506319,3.0,928.29176773,3.0,4248.0
4873,952.28117051,3.0,914.62970289,2.0,6771.0
4874,948.23874203,3.0,960.27567323,5.0,5603.0
4875,764.53796246,1.0,850.26256769,1.0,7526.0
4876,702.05796892,1.0,791.77097627,1.0,2801.0
4877,1013.9434346,6.0,981.64778488,6.0,5462.0
4878,1006.3349799,6.0,984.93729108,6.0,15044.0
4879,1032.1627539,7.0,1010.3874077,7.0,21919.0
4880,930.89588496,2.0,912.34981493,2.0,14331.0
4881,967.56228383,4.0,952.91451023,4.0,4826.0
4882,1012.4458991,6.0,962.95221385,5.0,3177.0
4883,949.87012821,3.0,922.2922087,3.0,8949.0
4884,1022.2233633,7.0,985.78540163,6.0,1901.0
4885,977.41549363,4.0,949.57880691,4.0,4021.0
4886,939.45682602,2.0,924.88113201,3.0,965.0
4887,907.99248507,2.0,881.64396883,1.0,2127.0
4888,862.5605374,1.0,848.23162313,1.0,2752.0
4890,818.58153676,1.0,850.57380372,1.0,1437.0
4891,902.7521783,1.0,872.64105105,1.0,487.0
4892,609.8167658,1.0,747.79340895,1.0,5329.0
4895,831.86752241,1.0,854.57064783,1.0,4594.0
5000,979.83451102,4.0,1045.4771492,8.0,18202.0
5006,1057.711215,9.0,1087.9782192,9.0,6823.0
5007,993.95359855,5.0,1013.7655721,7.0,8200.0
5008,960.62915197,3.0,971.21275369,5.0,14384.0
5009,989.55492075,5.0,976.93112443,5.0,5471.0
5010,857.16044921,1.0,887.83018985,1.0,6109.0
5011,1018.987704,6.0,1003.9773571,7.0,13986.0
5012,866.31843401,1.0,890.25224804,1.0,11757.0
5013,889.49540764,1.0,893.76916641,2.0,10654.0
5014,966.59409449,3.0,947.05703167,4.0,12539.0
5015,974.39470132,4.0,960.81685352,5.0,6006.0
5016,1011.1735769,6.0,988.58445854,6.0,9306.0
5017,884.40398744,1.0,872.79592576,1.0,5200.0
5018,1019.607065,7.0,980.93495656,6.0,5600.0
5019,988.47314556,5.0,979.98178458,6.0,9385.0
5020,1057.4115557,9.0,1032.2026255,8.0,3236.0
5021,1057.4468474,9.0,1036.4350331,8.0,6768.0
5022,1062.817011,9.0,1060.0099275,9.0,16343.0
5023,960.7095644,3.0,947.77259441,4.0,17880.0
5024,1042.0709644,8.0,1029.3753582,8.0,14670.0
5025,1027.2804659,7.0,1009.5161004,7.0,9358.0
5031,1007.4945278,6.0,1016.3491953,7.0,10108.0
5032,1026.3117039,7.0,1018.3755943,7.0,13452.0
5033,976.57434116,4.0,974.76216171,5.0,8870.0
5034,1073.2185196,9.0,1085.1339788,9.0,10148.0
5035,1022.6474477,7.0,1024.3566997,8.0,6364.0
5037,1009.8159283,6.0,1005.0274889,7.0,11702.0
5038,1009.737243,6.0,1000.226547,7.0,17401.0
5039,1006.9416658,6.0,1004.6682448,7.0,9202.0
5040,1018.4930689,6.0,1015.0702969,7.0,2508.0
5041,1069.1959917,9.0,1069.6084056,9.0,13540.0
5042,1005.6175128,6.0,997.15333468,7.0,11832.0
5043,961.38996831,3.0,959.38823894,4.0,20327.0
5044,1058.0676844,9.0,1049.6487534,8.0,11578.0
5045,1047.218382,8.0,1045.4417772,8.0,16071.0
5046,991.73062287,5.0,986.77035736,6.0,9756.0
5047,972.98652415,4.0,964.76746064,5.0,8981.0
5048,1031.7303391,7.0,1025.1811175,8.0,15510.0
5049,1064.8663415,9.0,1048.7285751,8.0,10380.0
5050,1076.9974452,9.0,1061.3202937,9.0,5734.0
5051,1095.6375242,10.0,1083.2923622,9.0,15130.0
5052,1101.9588439,10.0,1096.939297,10.0,6756.0
5061,1086.1111421,10.0,1114.0573921,10.0,9752.0
5062,1086.8734757,10.0,1098.8653355,10.0,15502.0
5063,1060.2758725,9.0,1078.0632531,9.0,12742.0
5064,1085.1764685,10.0,1106.407754,10.0,10756.0
5065,1068.2704736,9.0,1087.1125956,9.0,10987.0
5066,1105.1881618,10.0,1126.6805995,10.0,12237.0
5067,1054.4759246,8.0,1076.7628553,9.0,10773.0
5068,1054.9019911,8.0,1069.045809,9.0,12648.0
5069,1067.2650447,9.0,1090.1825985,9.0,8387.0
5070,1020.8285321,7.0,1025.2329429,8.0,15393.0
5072,1048.2120167,8.0,1056.1579878,9.0,13937.0
5073,1030.2086299,7.0,1026.9137216,8.0,16831.0
5074,995.29798869,5.0,985.85627772,6.0,14380.0
5075,1023.4586105,7.0,1004.3350779,7.0,11283.0
5076,1064.5450598,9.0,1037.3826115,8.0,9619.0
5081,1073.7263439,9.0,1092.5762878,10.0,9874.0
5082,1051.3560888,8.0,1057.1023269,9.0,16310.0
5083,1021.8368383,7.0,1020.6127416,8.0,7953.0
5084,837.8024712,1.0,883.65903147,1.0,10908.0
5085,984.83857155,4.0,983.98366263,6.0,24786.0
5086,984.01471751,4.0,978.07494458,5.0,17619.0
5087,998.81123448,5.0,993.63306115,6.0,12541.0
5088,964.92790438,3.0,946.52936735,4.0,3716.0
5089,1071.2947277,9.0,1043.5841089,8.0,6956.0
5090,1005.002757,6.0,970.72160475,5.0,8184.0
5091,1052.5775106,8.0,1010.4847082,7.0,7872.0
5092,1007.4820796,6.0,972.95791005,5.0,18288.0
5093,977.29131445,4.0,948.95336263,4.0,9426.0
5094,905.84337487,1.0,903.18590999,2.0,912.0
5095,987.85789997,5.0,982.35698868,6.0,21372.0
5096,954.65816137,3.0,928.74467804,3.0,13765.0
5097,1022.7617874,7.0,981.39312835,6.0,13908.0
5098,962.16112436,3.0,937.26028518,3.0,13058.0
5106,805.39869491,1.0,821.57813396,1.0,99.0
5107,881.57826131,1.0,885.38080191,1.0,18636.0
5108,833.70271745,1.0,841.92605231,1.0,43329.0
5109,911.3444554,2.0,894.28284859,2.0,20748.0
5110,889.09262353,1.0,882.18760442,1.0,9345.0
5112,754.40456485,1.0,787.78548281,1.0,20445.0
5113,715.98429298,1.0,747.94282993,1.0,19570.0
5114,916.30393238,2.0,892.7731418,2.0,36847.0
5115,908.14458943,2.0,882.70656809,1.0,13032.0
5116,948.43309455,3.0,919.95521846,2.0,10731.0
5117,1058.4682479,9.0,1012.6392322,7.0,4051.0
5118,996.93863349,5.0,962.41978099,5.0,19229.0
5120,982.99596898,4.0,971.06988898,5.0,2859.0
5121,967.94120644,4.0,939.2564665,3.0,2347.0
5125,1043.7713186,8.0,1013.6302052,7.0,20405.0
5126,1046.1432065,8.0,996.34550779,6.0,7406.0
5127,1038.8510351,8.0,1002.9934982,7.0,7865.0
5131,1084.6276574,10.0,1051.4208954,9.0,979.0
5132,1095.6845538,10.0,1070.5896793,9.0,435.0
5133,1069.5938075,9.0,1052.1957092,9.0,378.0
5134,1092.2582174,10.0,1087.3828321,9.0,457.0
5136,1075.2184958,9.0,1074.0951271,9.0,548.0
5137,1099.8531533,10.0,1078.0949681,9.0,550.0
5138,1074.0433803,9.0,1079.4679927,9.0,364.0
5139,1055.1264898,8.0,1047.2726265,8.0,290.0
5140,1105.0876184,10.0,1093.9867354,10.0,454.0
5141,1103.3629368,10.0,1088.3103057,9.0,772.0
5142,1049.9210088,8.0,1038.9428257,8.0,581.0
5144,1070.8875006,9.0,1073.5872064,9.0,428.0
5150,1108.7561647,10.0,1106.5909696,10.0,57.0
5151,1115.6836286,10.0,1105.6527747,10.0,405.0
5152,1111.3155362,10.0,1123.4253004,10.0,6389.0
5153,1076.944291,9.0,1058.8126013,9.0,6732.0
5154,1103.0985737,10.0,1115.7768046,10.0,3471.0
5155,1082.2474679,10.0,1058.4516646,9.0,3994.0
5156,1097.4758069,10.0,1081.4902081,9.0,1005.0
5157,1074.7198492,9.0,1044.3647773,8.0,3015.0
5158,1054.9307543,8.0,1015.6494273,7.0,25087.0
5159,1055.2145655,8.0,1018.0827052,7.0,33635.0
5160,1001.9226463,5.5,978.4700941450001,5.5,23.0
5161,990.13905423,5.0,943.69598937,4.0,10286.0
5162,965.55254459,3.0,922.87941287,3.0,35328.0
5163,906.08628164,1.0,875.91951177,1.0,14922.0
5164,803.2394254,1.0,803.30053181,1.0,5239.0
5165,930.87291052,2.0,910.31113252,2.0,5962.0
5166,908.35971926,2.0,873.99792519,1.0,1844.0
5167,1006.784052,6.0,970.5554012,5.0,6303.0
5168,943.908336,2.0,912.69210243,2.0,5772.0
5169,999.65536873,5.0,959.22030497,4.0,20086.0
5170,989.28787415,5.0,953.80998479,4.0,1213.0
5171,1039.0649722,8.0,1006.5289832,7.0,6265.0
5172,1056.2043456,8.0,1027.3879842,8.0,4189.0
5173,967.39719228,4.0,928.15559421,3.0,13213.0
5174,989.9056161,5.0,948.22604009,4.0,3004.0
5201,1060.518754,9.0,1014.4764415,7.0,2305.0
5202,1004.5197541,6.0,959.09989798,4.0,938.0
5203,964.56551772,3.0,935.6738238,3.0,1320.0
5204,973.61192871,4.0,937.17195068,3.0,3373.0
5210,1019.3815668,6.0,972.05075458,5.0,1877.0
5211,964.7119726,3.0,929.47765744,3.0,16845.0
5212,988.03014298,5.0,950.78185792,4.0,2251.0
5213,1032.3918024,7.0,989.82519474,6.0,1298.0
5214,954.57994626,3.0,917.99195757,2.0,9557.0
5220,899.11267849,1.0,882.11399174,1.0,155.0
5221,934.1971667,2.0,898.99537445,2.0,331.0
5222,1012.02502,6.0,972.23435827,5.0,678.0
5223,996.7186488,5.0,956.21309655,4.0,3734.0
